sustain_cc	Reassigns the sustain pedal CC to a non-standard value.	integer	64	0 to 127	ARIA
sw_note_offset	Follows the same logic as SFZ 2.0’s note_offset but for key switches.	integer	N/A	N/A	ARIA
sw_octave_offset	Follows the same logic as SFZ 2.0’s octave_offset but for key switches.	integer	N/A	N/A	ARIA
global_label	An ARIA extension which sets what is displayed in the default info tab of Sforzando.	string	null	N/A	ARIA
master_label	An ARIA extension which sets what is displayed in the default info tab of Sforzando.	string	null	N/A	ARIA
group_label	An ARIA extension which sets what is displayed in the default info tab of Sforzando.	string	null	N/A	ARIA
region_label	An ARIA extension which sets what is displayed in the default info tab of Sforzando.	string	null	N/A	ARIA
note_polyphony	Polyphony limit for playing the same note repeatedly.	integer	N/A	N/A	ARIA
note_selfmask	Controls note-stealing behavior for a single pitch, when using note_polyphony.	string	on	on, off	ARIA
off_curve	When off_mode is set to time, this specifies the ‹curve› number for regions being muted by voice-stealing.	float	N/A	N/A	ARIA
off_shape	When off_mode is set to time, this specifies the curvature of the fadeout curve for regions being muted by voice-stealing.	float	N/A	N/A	ARIA
off_time	When off_mode is set to time, this specifies the fadeout time for regions being muted by voice-stealing.	float	N/A	N/A	ARIA
polyphony_group	An alias for group to reduce the confusion between the group opcode and the ‹group› header.	integer	0	0 to 4294967296	ARIA
lohdccN	Like loccN but with floating point MIDI CCs	float	N/A	N/A	ARIA
hihdccN	Like hiccN but with floating point MIDI CCs	float	N/A	N/A	ARIA
sw_default		integer	N/A	0 to 127	ARIA
sw_label		string	N/A	N/A	ARIA
sw_lolast	Like sw_last, but allowing a region to be triggered across a range of keyswitches.	integer	N/A	0 to 127	ARIA
sw_hilast	Like sw_last, but allowing a region to be triggered across a range of keyswitches.	integer	N/A	0 to 127	ARIA
varNN_curveccX	Specifies the ‹curve› number which MIDI CC X uses to modulate variable NN.		N/A	N/A	ARIA
varNN_mod	Specifies the method used to calculate variable number NN from MIDI CCs.	string	N/A	mult, add	ARIA
varNN_onccX	Specifies the method used to calculate variable number NN from MIDI CCs.	float	N/A	0 to 1	ARIA
varNN_target	Specifies the target for variable NN to modulate.	string	N/A	amplitude, cutoff, cutoff2, eqNbw, eqNfreq, eqNgain, pan, pitch, resonance, resonance2, volume, width	ARIA
phase	If invert is set, the region is played with inverted phase.	string	normal	normal, invert	ARIA
amplitude	Amplitude for the specified region in percentage of full amplitude.	integer	100	0 to 100 %	ARIA
amplitude_onccN		integer	N/A	0 to 100 %	ARIA
amplitude_curveccN			N/A	N/A	ARIA
amplitude_smoothccN			N/A	N/A	ARIA
global_amplitude	ARIA extension, like amplitude, but affecting everything when set under the ‹global› header.	integer	100	0 to 100 %	ARIA
master_amplitude	ARIA extension, like amplitude, but affecting everything when set under the ‹master› header.	integer	100	0 to 100 %	ARIA
group_amplitude	ARIA extension, like amplitude, but affecting everything when set under the ‹group› header.	integer	100	0 to 100 %	ARIA
pan_law	Sets the pan law to be used.	string	N/A	mma, balance	ARIA
pan_keycenter	Center key for pan keyboard tracking.	integer	60	0 to 127	ARIA
pan_keytrack	The amount by which the panning of a note is shifted with each key.	float	0	-100 to 100 %	ARIA
pan_veltrack	The effect of note velocity on panning.	float	0	-100 to 100 %	ARIA
global_volume	ARIA extension, like volume, but affecting everything when set under the ‹global› header.	float	0	-144 to 6 dB	ARIA
master_volume	ARIA extension, like volume, but affecting everything when set under the ‹master› header.	float	0	-144 to 6 dB	ARIA
group_volume	ARIA extension, like volume, but affecting everything when set under the ‹group› header.	float	0	-144 to 6 dB	ARIA
eqN_dynamic	Specifies when EQ is recalculated.	integer	0	0 to 1	ARIA
bend_smooth	Pitch bend smoothness. Adds “inertia” to pitch bends, so fast movements of the pitch bend wheel will have a delayed effect on the pitch change.	integer	0	N/A	ARIA
pitch	Pitch change in cents. ARIA alias for tune.	integer	0	-100 to 100 cents	ARIA
ampeg_attack_shape	Specifies the curvature of attack stage of the envelope.	float	0	N/A	ARIA
ampeg_decay_shape	Specifies the curvature of decay stage of the envelope.	float	0	N/A	ARIA
ampeg_decay_zero	Specifies how decay time is calculated.	integer	1	0 to 1	ARIA
ampeg_dynamic	Specifies when envelope durations are recalculated.	integer	0	0 to 1	ARIA
ampeg_release_shape	Specifies the curvature of release stage of the envelope.	float	0	N/A	ARIA
ampeg_release_zero	Specifies how release time is calculated.	integer	1	0 to 1	ARIA
fileg_attack_shape	Specifies the curvature of attack stage of the envelope.	float	0	N/A	ARIA
fileg_decay_shape	Specifies the curvature of decay stage of the envelope.	float	0	N/A	ARIA
fileg_decay_zero	Specifies how decay time is calculated.	integer	1	0 to 1	ARIA
fileg_release_shape	Specifies the curvature of release stage of the envelope.	float	0	N/A	ARIA
fileg_release_zero	Specifies how release time is calculated.	integer	1	0 to 1	ARIA
fileg_dynamic	Specifies when envelope durations are recalculated.	integer	0	0 to 1	ARIA
pitcheg_attack_shape	Specifies the curvature of attack stage of the envelope.	float	0	N/A	ARIA
pitcheg_decay_shape	Specifies the curvature of decay stage of the envelope.	float	0	N/A	ARIA
pitcheg_decay_zero	Specifies how decay time is calculated.	integer	1	0 to 1	ARIA
pitcheg_release_shape	Specifies the curvature of release stage of the envelope.	float	0	N/A	ARIA
pitcheg_release_zero	Specifies how release time is calculated.	integer	1	0 to 1	ARIA
pitcheg_dynamic	Specifies when envelope durations are recalculated.	integer	0	0 to 1	ARIA
lfoN_offsetX	Offset for LFO number N, can also be used with sub waveforms with lfoN_offset2, lfoN_offset3 etc.	float	N/A	N/A	ARIA
lfoN_ratio	Sets the ratio between the specified sub waveform and the main waveform.	float	N/A	N/A	ARIA
lfoN_scale	Sets the scaling between the specified sub waveform and the main waveform.	float	N/A	N/A	ARIA
lfoN_wave2	Select the waveform type used for the second waveform for LFO number N, with the same allowed values as lfoN_wave normally can use.	integer	1	N/A	ARIA
param_offset	Adds a number to the parameter numbers of built-in or vendor-specific effects.	integer	N/A	N/A	ARIA
vendor_specific	Defines vendor-specific effects, for example Garritan-specific stage depth effect in ARIA.	string	N/A	N/A	ARIA
script	Allows to load real-time instrument scripts for SFZ instruments.	string	N/A	N/A	Linux Sampler
